Code fournisseur,Date modification,Nom du fournisseur,Nom commercial,Catégorie,Responsable de catégorie référent,Siret,N° intracommunautaire,N° d'immatriculation au RCS,Contact commercial,Téléphone,n° Portable ,E-Mail;;;;;;;;;
"NOC1,28/3/2025, O CAPITAINE,CAPITAINE COSMETIQUES,Hygiène corporelle,Mme Joana BRAS,	834 856 064 00037,	FR74834856064,834856064,M. Marc PILLONETTO,02 96 63 14 37,07 87 10 58 02,marc@ocapitaine.com";;;;;;;;;
SPI7,26/9/2019,5 AUTELS EARL,,Bière et cidre,M. Pierre TRIEAU,85241426700017,FR94 852414267,852414267,M. Thibault PITROU,06 46 25 04 34,06 46 25 04 34,thibault@5autels.com;;;;;;;;;
SCZ1,10/7/2019,ADVINI,,Cave,M. Pierre TRIEAU,89652003800010,FR95 896520038,896520038,M.olivier SOUVELAIN,04 67 88 80 20-04 67 88 96 65 Mariette Dumont assistante ,06 72 66 77 89,olivier.souvelain@chateau-gassier.fr;mariette.dumont@advini.com ;;;;;;;;
NAG2,8/4/2021,AGAPE GROUP,ARGANDIA,Hygiène corporelle,Mme Guylaine DIQUELOU,32699283100023,FR45 326992831,326992831,Mme Magaly MARVILLE,04 90 12 35 85 ,07 70 45 69 11,magaly.marville@agape-group.fr;;;;;;;;;
"AAU1,7/5/2024,AGENCE UNIQUE,DURAB!,Surgelé,Mme Valérie DUPONT-MONFORT,81230313900024,FR60812303139,,Mme STÉFANIE BOURNE,06 68 66 53 51,06 68 66 53 51,""direction@organisation-durab,bzh""";;;;;;;;;
FAG3,19/9/2019,AGOUR SASU,,Fromages,M. Romain CAZORLA,43193032000012,FR79 431930320,431930320,M. Sylvain GALIBERT,05 59 37 63 86,06 73 86 22 36,jocelyne.chirle@agour.com;agour@agour.com;sylvain.galibert@agour.com;;;;;;;
SAG4,28/6/2019,AGRANO GMBH & CO KG,BIOREAL,Assaisonnement,Mme Fanny DESBORDES,-,DE812102221,-,Mme Sonja THIEME,00 49 0764 267281,,sonja.thieme@agrano.de; sales@agrano.de;;;;;;;;
SAF1,16/8/2021,AGROFOREST,,Fruits secs,Mme Blandine MADIOU,88371185500014,FR59 883711855,883711855,Mme Laetitia PARAVISINI,04 84 51 22 11,06 64 78 69 45,laetitia@agroforest.bio;;;;;;;;;
NSB1,17/11/2021,AGROSEMENS,LA SEMENCE BIO,Equipement maison,Mme Laura MIRO,44303238800037,FR 72 443 032 388,B 443 032 388,Mme Aude LE COTTIER,06 81 47 93 07,06 81 47 93 07,aude.le-cottier@lasemencebio.com;;;;;;;;;
SAG3,25/2/2022,AGROSOURCING,,Fruits secs,Mme Blandine MADIOU,45407252100056,FR15 454072521,454072521,Mme Marie MARTIN-GARREC,04 88 14 80 56,07 86 12 85 35,mag@agrosourcing.com; philippe.sendral@agrosourcing.com ; finance@agrosourcing.com;;;;;;;
SAG6,11/5/2018,AGROVIA DISTRIBUTION,,Collectivité ALI,M. Romain PRIME,53841486300018,FR19 538414863,538414863,M. Jean Yves METRAL,06 69 28 74 94,06 69 28 74 94,jymetral@gmail.com;;;;;;;;;
AAD1,24/03/2025,AGST DEVELOPPEMENT,EAU EXQUISE,Jus et boisson sans alcool,Mme Violaine MENARD,90227258200013,FR69902272582,902272582,Anne-Gaëlle Sadoun,,06 22 64 85 50,agsadoun@eau-exquise.fr;;;;;;;;;
SAL12,1/3/2023,ALB GOLD TEIGWAREN GMBH,ALB GOLD ,Pâtes,M. Guillaume PAUVERT,HRB Stuttgart 370227,DE811256536,-,Mme Heike HOCH,0049 71 24 92 91 183,00 49 1 75 165 40 82,c.doerner@alb-gold.de; h.hoch@alb-gold.de; ;;;;;;;
NAS6,17/6/2021,ALCOPASS,ALCOPASS,Equipement maison,Mme Laura MIRO,47758447100012,FR17477581474,477581474,M. Tony SOLDEVILLA,09 51 70 42 20,06 81 30 49 14,tony.soldevilla@alcopass.com;;;;;;;;;
FBB2,12/6/2020,ALGUE SERVICE,BORD A BORD,Produits de la mer,Mme Rébecca VALLA,40822298200048,FR17 408222982,408222982,Mme Laurence CABIOCH,02 98 19 33 41,06 12 17 46 38,contact@bord-a-bord.fr;commercial@bord-a-bord.fr; ;;;;;;;
SAL8,24/9/2019,ALISA,GRAINES D'ALISA,Assaisonnement,M. Guillaume PAUVERT,50016911500010,FR01 500169115,500169115,M. Damien GINGREAU,05 49 06 11 36,06 22 45 57 81,damien.gingreau@alisabio.fr; qualite@alisa-sarl.fr;;;;;;;;
"SAL10,1/10/2019,ALLIANCE BIO,,""Céréales, Légumes secs, Graine"",M. Guillaume PAUVERT,82924435900024,FR85 829244359,829244359,Mme Laure FABAS,09 70 19 46 14,07 57 40 20 21,lfabas@alliancebio.fr";lsuro@alliancebio.fr; jcc@alliancebio.fr;;;;;;;
SBS1,25/1/2023,ALPES BISCUITS,BIO SOLEIL,Gouters et biscuits,Mme Maryline DELABROSSE,38219585700018,FR53 382195857,382195857,M. Julien JAMBON,04 50 44 82 72,06 15 47 05 85,jjambon@alpesbiscuits.com;;;;;;;;;
NAB1,2/11/2020,ALPHA BIOTECH SARL,,Bien-être,Mme Stéphanie QUINTIN,39084978400033,FR75 390849784,390849784,Benoît CROSSON,02 49 63 41 50,,aymeric.loloum@algosource.com;;;;;;;;;
NAS4,8/12/2020,ALPHANOVA SANTE,,Hygiène corporelle,Mme Guylaine DIQUELOU,50521432000044,FR27505214320,505214320,M. Damien SINEAU,04 94 35 69 65,06 76 32 11 94,dsineau@alphanova-sante.com;;;;;;;;;
AAF2,16/10/2023,ALTERFOODIE,,Yaourt et dessert,Mme Jane MOSINSKI,81745893800047,FR31817458938,817458938,Mme Stéphanie Rome,06 42 53 32 07,06 87 10 26 93,stephanie@alterfoodie.com;;;;;;;;;
FAL5,4/6/2021,ALTERMONTS,,Fromages,M. Romain CAZORLA,842403552 00024,FR22 842403552,842403552,Mme Anne BESSON,04 26 97 70 67,06 29 16 19 40,info@altermonts.fr;;;;;;;;;
SAO4,23/1/2019,ALTHO,,Apéritif,Mme Blandine MADIOU,39772959100016,FR30 397729591,RCS B 397 729 591,M. René THEL,02 97 25 96 96,06 73 43 20 20,rene.thel@altho.fr;;;;;;;;;
FAL2,19/12/2022,ALTI-FLORE,,Surgelé,Mme Valérie DUPONT-MONFORT,41527733400025,FR01 415277334,415277334,Mme Gwenaëlle LE COUSTER,04 92 50 75 46,JFG 06 70 35 92 97 ,commercial@altiflore.com; jfgonfard@altiflore.com;qualite@altiflore.com;;;;;;;
SAM3,24/8/2023,AMALTUP,,Apéritif,Mme Blandine MADIOU,83512564200016,FR22835125642,835125642,M. Sébastien DUBOC,09 86 39 54 71,06 14 05 07 35,sebastien@fermedelabiche.fr;;;;;;;;;
FAB2,24/9/2019,AMAND BIANIC SAS,BIANIC ,Produits de la mer,Mme Camille FREMONT,42513678500010,FR47425136785,425136785,Mme Karine LAMBERT,02 31 66 67 00,06 43 39 85 58,karine.lambert@popy.fr;commercial@amand-terroir.com;p.mauduit@amand-terroir.com;;;;;;;
SSS1,7/1/2020,AMBOE SCOP,SOL A SOL,Boisson chaude,Mme Violaine MENARD,49001924700025,FR55 490019247,490019247,Mme Beatriz PAIXAO et Mme Nadine PERREAUT,04 84 25 36 43,06 30 09 07 02,contact@sol-a-sol.fr;;;;;;;;;
NAS7,14/4/2025,AMOSEEDS,AMOSEEDS,Bien-être,Mme Stéphanie QUINTIN,85311451000029,FR94853114510,853114510,M. Boris SCHOTTEY,03 39 80 00 33,06 52 63 45 40,boris@amoseeds.com;;;;;;;;;
FAL3,9/2/2023,André LAURENT SAS,André LAURENT depuis 1945,Traiteur,Mme Rébecca VALLA,71288008700010,FR84 712880087,71B8,M. François LAURENT,03 25 92 16 06,06 17 63 40 62,flaurent@andrelaurent.eu;;;;;;;;;
NAW1,20/2/2020,ANOTHERWAY,,Equipement maison,Mme Laura MIRO,84099929600014,FR61 840999296,840 999 296,M. Victor FLATOT LE BOHEC,,0769101094,samuel@mybeewrap.com ; victor@another-way.com;;;;;;;;
AAC10,26/7/2023,ANTICA CUCINA BIO SRL,,Traiteur,Mme Rébecca VALLA,,04296460407,334530,M. Claudio CROVETTO,+390541775475,+393461046488,commerciale@anticacucinabio.com;;;;;;;;;
SAI1,2410/2023,APIDIS SAS,,Miel,Mme Maryline DELABROSSE,39526901200054,FR90 395269012,395269012,Mme Séverine PERRONNEAU ,03 80 41 01 86,,s.perronneau@apidis.fr;apidis@apidis.fr;mf.perronneau@apidis.fr;dirvente@apidis.com;;;;;;
NAL4,5/1/2023,APIMAB LABORATOIRES,,Bien-être,Mme Stéphanie QUINTIN,35324288600011,FR81353242886,353242886,Mme Carole VIDAL,04 67 88 47 70,06 20 08 60 15,simon.bernard@apimab.com; carole@apimab.com;;;;;;;;
AAP1,22/12/2023,APISALES,,Miel,M. Dominique DERRIEN,80081825400016, FR96800818254,800818254,Mme Séverine RENOIR,03 26 02 68 06,06 19 78 53 10 ,contact@mieldemonenfance.com;;;;;;;;;
SMR1,28/6/2019,AQUA B MARINOE - SEC,,Traiteur,Mme Rébecca VALLA,38343934600016,FR94 3834439346,383439346,M. Patrick PLAN ,02 98 82 26 56,,infos@marinoe.fr; soizic@marinoe.fr;;;;;;;;
FAQ1,5/8/2019,AQUA B MARINOE - UF              ,,Produits de la mer,Mme Rébecca VALLA,38343934600016,FR94 3834439346,383439346,Mme Soizic PIRIOU,02 98 82 26 56,02 98 82 26 57,infos@marinoe.fr;ludivine@marinoe.fr;soizic@marinoe.fr;nathalie@marinoe.fr;;;;;;
FAQ4,25/4/2018,AQUALANDE,,Produits de la mer,Mme Camille FREMONT,38343934600016,FR41 379591597,B 379 591 597,Mme Christelle CONDAMINES,05 58 05 61 00,06 72 06 44 09,ccondamines@aqualande.com;;;;;;;;;
NAQ1,5/12/2023,AQUAPHOR INTERNATIONAL,,Equipement maison,Mme Laura MIRO,98153580000016,EE101179319,11207974,M. Eric RAGAUT,37 23 92 61 28,37 23 92 61 28,eric.ragaut@aquaphor.com;;;;;;;;;
FAB1,2/7/2025,AQUITAINE BIOLOGIE,AQUIBIO,Surgelé,Mme Valérie DUPONT-MONFORT,39507319000039,FR56395073190,395073190,Maëlle Roockx,05 53 41 29 71,,maelle.aquibio@orange.fr;;;;;;;;;
AAQ1,10/2/2025,AQUITAINE SPECIALITES,DUBINI,Boulangerie,Mme Valérie DUPONT-MONFORT,39070339500025,FR27390703395,390 703 395,Mme Floriane DUBINI,05 56 74 71 30,06 22 14 82 80 ,commercial.floriane@aquitaine-specialites.fr;service.commercial@aquitaine-specialites.fr ;;;;;;;;
SRN1,7/1/2020,ARAQUELLE,ROMON NATURE,Boisson chaude,Mme Violaine MENARD,44841767500015,FR01 448417675,448417675,M. Philippe PETIT,04 90 45 74 57,06 07 02 29 70,philippe.petit@araquelle.com; francoise@araquelle.com;;;;;;;;
FAC2,19/9/2019,ARC EN CIEL GAEC,DE KAM MARIEKE,Fromages,M. Romain CAZORLA,83528203900014,FR24 835282039,835282039,M. David BERGERE,02 43 02 30 21,0786753800,fromagerie@fermearcenciel.com;;;;;;;;;
SAR6,22/5/2024,ARCADIE,COOK,Assaisonnement,Mme Fanny DESBORDES,39302569700037,FR05 393025697,393025697,Mme Marie GOUBET,04 66 60 10 35,06 14 89 80 33,m.goubet@arcadie.fr;;;;;;;;;
SAA3,12/2/2025,ARISTOTE APICULTURE,MIEL D'ARISTOTE,Miel,M. Dominique DERRIEN,90908590400014,FR01909085904,909085904,M. Christian FAIN,06 20 65 12 75,06 07 47 67 64,christian.fain.13@gmail.com;geoffrey.ered@hotmail.fr;;;;;;;;
AAV1,7/6/2024,ARIV,,Traiteur,Mme Rébecca VALLA,98752158000017,FR64987521580,987521580,Benoit CHAUVIN,02 99 37 17 43,06 71 50 79 65,benoit.chauvin@avec-ariv.fr;;;;;;;;;
SAD2,6/10/2022,ARNAUD SAS,CONSERVERIE DES TUILIERES,Apéritif,Mme Blandine MADIOU,53867948100019,FR25 538679481,538679481,M. Pierre ARNAUD; Mme Florence CHARBONNIAUD,05 55 70 29 03,06 82 84 33 34,parnaud@conserverie-arnaud.com;fcharbonniaud@conserverie-arnaud.com;;;;;;;
SFL2,9/4/2025,AROMANDISE,,Boisson chaude,Mme Violaine MENARD,41198698700013,FR68 411986987,411986987,Mme Alice PRYET,04 99 58 32 70,06 64 25 50 29,alice@aromandise.com ; patricia@aromandise.com;clement@aromandise.com;;;;;;;
AAB8,13/6/2023,ARSPIRITS,,Cave,M. Pierre TRIEAU,84373156300014,FR71843731563,843731563,M. Thierry ARNOLD,06 17 27 36 68,06 17 27 36 68,contact@arspirits.fr;;;;;;;;;
SAR9,23/3/2020,ARTEZ SARL,,Cave,M. Pierre TRIEAU,40130450600033,FR67 401304506,401304506,M. Jean philippe BRUNELLO,05 58 03 11 89,06 87 82 25 66,jp.brunello@artez.fr;;;;;;;;;
NNB2,9/7/2021,ATELIER BULLE,NEOBULLE,Maman bébé,Mme Joana BRAS,50257812100023,FR40502578123,502578123,Mme Elodie BOUDON,04 77 50 88 27,,e.boudon@neobulle.com;;;;;;;;;
"SAN9,14/2/2018,ATELIER SARRASIN,AUX BISCUITS D'ANTOINE,""Céréales, Légumes secs, Graine"",M. Guillaume PAUVERT,80784549000034,FR18 807845490,807845490,M. Nicolas CRABOT,06 60 45 94 46,06 60 45 94 46,ncrabot@groupebuffon.com "; cterneyre@groupebuffon.com ; bwartel@groupebuffon.com;;;;;;;
FCO1,9/2/2023,ATELIERS BIO DE PROVENCE SARL,COQUELICOT,Traiteur,Mme Rébecca VALLA,44819987700037,FR96 448199877,448199877,M. Eric MARTIN,04 32 85 02 30,06 63 01 39 62,eric.martin@ateliersbio.fr ; coquelicot@coquelicot-provence.com;pdarcas@coquelicot-provence.fr;;;;;;;
AAC8,16/6/2023,ATLANTIQUE SAUMON FUME,L'Atelier de Vincent ,Produits de la mer,Mme Camille FREMONT,49499329800046,FR19494993298,494993298,Mme MARIE FARIAS,02 40 30 17 83, Vincent : 0618939495 - Marie : 06 34 39 98 47,vincent@lasf.fr - marie@lasf.fr;;;;;;;;;
NCT3,23/8/2023,AU COEUR DES TRADITIONS,MAGNESIUM TRANSCUTANE,Bien-être,Mme Stéphanie QUINTIN,81363159500010,FR86 813631595,813631595,M. Daniel THOMPSON,01 43 91 83 92,06 45 31 67 24,contact@aucoeurdestraditions.com;;;;;;;;;
FCA9,6/7/2022,AUTOUR DU BUIS DES CABASSES,,Fromages,M. Romain CAZORLA,53207338400010,FR95532073384,532073384,M. Charles DOMBRE,05 65 52 65 52,06 80 38 16 20,c.dombre@cabasses.fr;l.dombre@cabasses.fr;;;;;;;;
AAV2,28/11/2024,AVENA BIO,,Petit déjeuner,M. Dominique DERRIEN,89271420500010,FR78892714205,892714205,Simon REBOUL,,06 25 60 56 53,directeur@avena-bio.fr;;;;;;;;;
FAB7,3/4/2023,AVEYRON BREBIS BIO,,Fromages,M. Romain CAZORLA,88861442700019,FR53888614427,888614427,M. Vincent BENOIT,05 65 46 47 47,06 71 50 43 79,commandes-fromages.gpe@aveyron-brebis-bio.fr;;;;;;;;;
SGI6,27/4/2017,AZIENDA  AGRICOLA  GIOL S.S. SOC. AGR.,GIOL,Cave,M. Pierre TRIEAU,,3491140269,San polo Di Piave,Mme Susanna CROSARA,++39 0422 855032,++39 3351358277,info@giolitalia.it; susanna@giolitalia.it;;;;;;;;
FBH1,13/9/2018,BAHIER ,,Charcuterie,Mme Camille FREMONT,33329604400014,FR19 333296044,333296044,M. Mickaël PAUMARD ,02 43 60 31 59 ,06 16 42 28 85,mickael.paumard@bahier.fr ;solenne.ledru@bahier.fr;isabelle.dorizon@bahier.fr;qualite@bahier.fr;jocelyne.issartial@bahier.fr;;;;;
FBA5,24/10/2023,BAILLON ET CIE,MAISON BAILLON,Yaourt et dessert,Mme Jane MOSINSKI,30582580400027,FR14 305825804,305 825 80 83 B 37,Mr. Guillaume BRETAUDEAU,+33 5 49 07 15 82,07 81 38 53 59,commercial.ldp@patisseriebaillon.fr ; com.marketing@patisseriebaillon.fr;;;;;;;;
SBO7,21/11/2022,BASE ORGANIC FOOD,,Fruits secs,Mme Blandine MADIOU,53372731900055,FR59 533727319,533727319,Clément Groleau,09 86 45 23 08,06 37 09 24 43,clement.groleau@baseorganicfood.com;;;;;;;;;
FBA6,25/5/2020,BASKALIA SAS,DOUCEURS BASQUES,Yaourt et dessert,Mme Jane MOSINSKI,419 71074400030,FR76 419 710 744,419710744,M. Grégory POEYDOMENGE,05 59 93 93 68,06 42 70 40 59,gpoeydomenge@baskalia-pechalou.fr;;;;;;;;;
SDB4,30/11/2018,BASSAC SARL,DOMAINE BASSAC,Cave,M. Pierre TRIEAU,49148549600039,FR46 491485496,491485496,M. François DELHON ,04 67 36 05 37,06 63 08 07 87,francois@domaine-bassac.com;contact@domaine-bassac.com;jean-philippe@domaine-bassac.com;;;;;;;
ABT1,23/1/2024,BASTIDARRA,LES DELICES DE FELICIE,Fromages,M. Romain CAZORLA,52428666300025,FR54524286663,524286663,Kevin LUC,05 59 03 23 70,06 24 86 59 09,kluc@bastidarra.fr;;;;;;;;;
SBK1,19/12/2022,BATTELEKU SARL,JEAN DE LUZ,Conserves salées,Mme Aline ROBINEAU,44889346100013,FR04 448893461,448893461,M. Jean-Hilaire DE BAILLIENCOURT,05 59 47 11 43,06 63 69 20 98,jh@jeandeluz.fr; conserverie@jeandeluz.fr;;;;;;;;
SBZ3,29/3/2021,BAUMANN ZIRGEL,Domaine Baumann Zirgel,Cave,M. Pierre TRIEAU,42914604600017,FR24429146046,429146046,Mme Valérie ZIRGEL,03 89 47 90 40,06 82 57 28 47,contact@baumann-zirgel.com;;;;;;;;;
NBD2,15/2/2023,BB DISTRIBE,BB DISTRIBE,Maman bébé,Mme Joana BRAS,53380745900011,FR16533807459,533807459,CLAUDE MOUGEL Angélique,0329524232,0607249408,laurent.andres@bbdistribe.fr;;;;;;;;;
FBD2,11/2/2021,BD O2 SAS,SO KOMBUCHA,Boisson,Mme Valérie DUPONT-MONFORT,81348653700018,FR54 813486537,813486537,M. François QUINSON,06 08 56 49 20,06 08 56 49 20,fquinson@so-kombucha.com;nquinson@so-kombucha.com;;;;;;;;
SPM1,28/6/2019,BELLE NATURE,,Assaisonnement,Mme Fanny DESBORDES,40213771500015,FR04 402137715,402137715,M. Philippe DELMAS ,04 90 32 25 02,,delmas-productions@wanadoo.fr;;;;;;;;;
SBS5,21/6/2022,BELVAS,,Plaisirs sucrés,Mme Maryline DELABROSSE,BE0472516692,BE04 72516692,BE0472516692,M. Thierry Noesen,0032 (0)68 33 77 46,,thierry.noesen@belvas.be; laura.vlassembrouck@belvas.be;;;;;;;;
ABE2,06/06/2024,BENH,,Gouters et biscuits,Mme Maryline DELABROSSE,91468589600013,FR62914685896,Marseille B 914 685 896,Walid BENHAMOU,0.671023167,0.671023167,walid.benhamou@benh.co;;;;;;;;;
SSC1,7/11/2016,BENOIT SCIEV,,Cave,M. Pierre TRIEAU,31952914500017,FR79 319529145,319529145,M. Fabrice BENOIT,04 90 95 19 06,06 09 56 71 50,costebonne@wanadoo.fr;;;;;;;;;
SBC4,8/4/2019,BERNARD CASTELAIN SAS,CHOCOLATERIE BERNARD CASTELAIN,Plaisirs sucrés,Mme Maryline DELABROSSE,39505426500016,FR26 395054265,395054265,M. Lionel DOSNE,04 90 35 35 35,06 77 24 64 73,ldosne@castelain.fr;d.dronneau@castelain.fr;;;;;;;;
NBC1,19/1/2018,BERNARD COSMETICS,BC,Hygiène corporelle,Mme Joana BRAS,48377924500024,FR79 483779245,483779245,M. Jean-Louis MARCEAU,02 40 08 53 80,06 26 26 14 95 ,marketing@bernardcosmetics.com;;;;;;;;;
ABE1,21/3/2024,BERNEDE ET FILS EURL,CLOS LA COUTALE,Cave,M. Pierre TRIEAU,38538896200016,FR36385388962,385388962,M. Alexandre BOCCONI,05 65 36 51 47,06 07 09 18 64,info@coutale.com;;;;;;;;;
SBG7,29/1/2021,BERRY GRAINES,BERRY GRAINES,Collectivité ALI,M. Romain PRIME,82905534200010,FR96829055342,829055342,Mme Marion BRETEAU,09 70 51 48 55,06 65 22 32 73,damien.sneessens@berrygraines.com;;;;;;;;;
SBM4,13/2/2019,BERTRAND MIREILLE,DOMAINE DE MALAVIEILLE,Cave,M. Pierre TRIEAU,40228957300014,FR66 40228957300014,,M.Olivier MARCHAND ,04 67 96 34 67,06 83 28 66 82,domainemalavieille.merifons@wanadoo.fr;;;;;;;;;
"SBI9,28/3/2019,BIA,BACHINI,""Céréales, Légumes secs, Graine"",M. Guillaume PAUVERT,-,IT01625080385,-,M. JH GROSSET,""003905 32 80 49 17";;;;;;;;;
"03 87 74 79 84"",""00 39 34 73 81 47 10";;;;;;;;;
"06 09 80 54 55"", commerciale@biaitalia.it";sales.bia.fr@gmail.com; luca.fabianelli@bfagroindustriale.it;;;;;;;
SBG5,1/10/2019,BIGALLET,,Jus et boisson sans alcool,Mme Violaine MENARD,56362048300021,FR44 56362048300021,,Mme Elisabeth POISSON,04 74 88 25 13,06 48 54 25 46,epoisson@bigallet.fr;;;;;;;;;
ABJ1,27/3/2024,BIJIBIO,,Apéritif,Mme Blandine MADIOU,94904682500012,FR76949046825,949046825,Dyana ROLIN/Gilles BOURGARIT,01 45 99 19 94,06 14 76 46 37,dyanarolin@bijibio.com / gillesbourgarit@orange.com;;;;;;;;;
NBJ1,30/10/2024,BIJIN,LE CHARBON ACTIF Français,Equipement maison,Mme Laura MIRO,87805369300023,FR88878053693,878053693,Mme Alexandra POLYA,06 81 45 97 20,06 81 45 97 20,contact@bijin.fr;;;;;;;;;
SOI1,6/9/2023,BIO ORGANICA ITALIA S.R.L.,,Assaisonnement,Mme Fanny DESBORDES,,IT3946490715,FG - 287492,M. Baptiste BOICHU,+39 0885 896442,+39 331 6706038,bboichu@biorganicaitalia.it ; uffici.commerciale@biorganicaitalia.it;;;;;;;;
SBS4,28/6/2019,BIO SANARE S.L.,,Assaisonnement,Mme Fanny DESBORDES,SL 0970/3481/080638.,ES-B64234222,-,M. Hafedh AKROUT,349 35 89 72 34,00 34 687 112 687,info@biosanare.com; biosanare@gmail.com;;;;;;;;
NBE3,10/6/2025,BIO-ETHIC SAS,BIO-ETHIC,Hygiène corporelle,Mme Joana BRAS,94501488400015,FR56945014884,,Mme Séverine MERIEAU ,0674824999,0674824999,seve@bio-ethic.com;;;;;;;;;
SCH3,7/11/2016,BIO-VINS1964 SCEA,CHATEAU CHAVRIGNAC,Cave,M. Pierre TRIEAU,33196352000019,FR11 331963520,331963520,Mme Sandrine LOBRE ou M. Gérard LOBRE,05 56 61 70 50,06 67 94 00 31,contact.chavrignac@bio-vins1964.fr;;;;;;;;;
FMT2,9/2/2023,BIOBLEUD SARL,,Traiteur,Mme Rébecca VALLA,45026698600022,FR19 450266986,450266986,Mme Erika BERSET,02 98 84 44 36,06 86 74 59 60,e.berset@biobleud.fr;e.coquerelle@biobleud.fr;emmanuellejungblut.biobleud@yahoo.fr;v.zanchi@biobleud.fr;a.frugone@biobleud.fr;biobleud@orange.fr;c.crampon@biobleud.fr;;;
FMT3,14/3/2023,BIOBLEUD SARL - SURG,,Collectivité Surgelé,Mme Rébecca VALLA,45026698600022,FR19 450266986,450266986,Mme Emmanuelle Jungblut,02 98 84 44 36,06 86 74 59 60,biobleud@orange.fr;;;;;;;;;
SBB5,27/3/2023,BIOBONUM EARL,Domaine de l'Anchois,Cave,M. Pierre TRIEAU,52273291600013,FR51522732916,522732916,Mme Amandine PERRUCON,06 21 02 45 45,06 21 02 45 45,anchois@live.fr;;;;;;;;;
"SBO4,28/3/2019,BIOCAMARGUE SAS,BONGRAN,""Céréales, Légumes secs, Graine"",M. Guillaume PAUVERT,52006081500013,FR22 520060815,520060815,Mme Béatrice GALLI,04 90 96 36 47,06 11 48 49 35,marc.thomas@biosud.com "; BGALLI@arterris.fr ;;;;;;;;
"SBR1,6/9/2019,BIOCER,,""Céréales, Légumes secs, Graine"",M. Guillaume PAUVERT,34797823100012,FR44 347978231,347978231,M. Guillaume MARTIN,02 32 67 81 31 "; LD Eric BELIARD 02 32 67 17 23,07 76 92 38 64,gmartin@biocer.fr;;;;;;;;
